,Description,source_name,source_link,event_title,State,District,location_description,Datetime,Triggering factor,fatality_count,injury_count,latitude,longitude,Date,Time,Month,Month_Name
46,"Boulders roll down mountainside, blocking highway",World Hindu News,http://www.worldhindunews.com/2017/05/23/58870/800-resume-yatra-day-after-chamoli-landslip/,Landslide in Chanoli district,Uttaranchal,,"Rishikesh-Badrinath highway, near Vishnuprayag, between Joshimath and Badrinath",20/05/2017 0:00,unknown,0.0,0.0,30.56504675,79.56163208,2017-05-20,00:00:00,5.0,May
47,"National Highway 05 was blocked in Kinnaur district, since Monday night after a landslide in the Nyugalsari area.",IBTimes,http://www.ibtimes.co.in/himachal-pradesh-heavy-rains-cause-landslide-disrupt-normal-life-parts-state-689997,Landslide in Nyugalsari,Himachal Pradesh,,Y:31.581485 X:78.412784,15/08/2016 22:00,rain,0.0,0.0,31.581485,78.412784,2016-08-15,22:00:00,8.0,Aug
48,"1 man killed by landslide caused my massive cloudburst, at the PHED Colony at Longding",The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=aug1716/oth054,Landslide at Longding,Arunachal Pradesh,,"Longding, India",16/08/2016 0:00,other,1.0,0.0,26.88161,95.399897,2016-08-16,00:00:00,8.0,Aug
49,Landslide on highway to Hindu temple Badrinath kills multiple and traps/blocks thousands of pilgrims,Etemaa Daily,http://www.en.etemaaddaily.com/World/National/uttarkhand-landslide-death-toll-increases-to-13-highway-open-to-traffic:29191,Badrinath highway landslide,Uttaranchal,,"Highway to Badrinath, Uttarakhand",20/05/2017 0:00,rain,13.0,,30.73315585,79.49231617,2017-05-20,00:00:00,5.0,May
50,"Houses, roads, and crops were damaged across Anantang district",Rising Kashmir,http://www.risingkashmir.com/news/cloud-burst-landslides-in-anantnag,Landslides is Anantang district,Jammu and Kashmir,,,21/06/2017 22:00,downpour,,,33.63251807,75.23162006,2017-06-21,22:00:00,6.0,Jun
51,Rain caused landslide to block train traffic between Jokatte and Padil,The Hindu,http://www.thehindu.com/news/cities/Mangalore/landslip-delays-train-movement/article18968245.ece,Landslide on Southern Railway,Karnataka,,"Along track betweek Jokatte and Padil stations, near Mangaluru",12/06/2017 9:00,rain,0.0,0.0,13.90074546,74.66018578,2017-12-06,09:00:00,12.0,Dec
52,Incessant rain causes landslide in remote Tripura village,Signs of the Times,https://www.sott.net/article/353005-Landslide-kills-at-least-3-in-Tripura-India,Landslide in Tripura,Tripura,,Vidyamohan Chowdhury Para (???) of remote Dhalai district,03/06/2017 20:00,continuous_rain,3.0,1.0,23.86469956,91.8949662,2017-03-06,20:00:00,3.0,Mar
53,"Landslide due to heavy rains in Uttarakhand town, featuring falling boulders",Business Standard,http://www.business-standard.com/article/pti-stories/1-killed-in-uttarakhand-landslip-117060601631_1.html,Landslide near Nandprayag,Uttaranchal,,Muniyali village (?) near Nadprayag,06/06/2017 0:00,rain,1.0,1.0,30.33597362,79.31958144,2017-06-06,00:00:00,6.0,Jun
54,"Heavy rains triggered a massive landslide in Uttarakhand, leading to closure of the highway connecting Nainital to Rampur and affecting supplies to this popular tourist town. Earth movers were employed but the rock could not be moved. Later more machines were employed to break the rock. Since yesterday, Nainital has received 218 mm of rainfall affecting normal life.",NDTV,http://www.ndtv.com/india-news/nainital-highway-closed-due-to-heavy-landslide-1445313,Landslide on Highway 87,Uttaranchal,,"Highway 87, near Doa Goan, Uttarakhand",16/08/2016 0:00,rain,0.0,0.0,29.350849,79.451264,2016-08-16,00:00:00,8.0,Aug
55,Landslide on a road in Kumta kills three children and wounds 7,Sahil Online,http://www.sahilonline.net/en/kumta-dc-visits-the-landslide-spot-and-announces-compensation,"Landslide in Kumta, India, kills three",Karnataka,,On a road in the town of Kumta,11/06/2017 0:00,rain,3.0,7.0,14.42827957,74.41606625,2017-11-06,00:00:00,11.0,Nov
56,Landslide closes off NH66 for ~5 hours,Bangalore Mirror,http://bangaloremirror.indiatimes.com/news/state/landslide-blocks-road-for-hours-again/articleshow/59111986.cms,Landslide blocks NH66 in Uttar Kannada,Karnataka,,"Ottinene, on NH66 in Udupi District/Uttar Kannada",12/06/2017 0:00,rain,0.0,0.0,13.87803507,74.6246332,2017-12-06,00:00:00,12.0,Dec
57,Rain-caused landslide buries old woman in Sonada region,WebIndia,http://news.webindia123.com/news/Articles/India/20170606/3118947.html,"Landslide in Darjeeling area, Sonada",West Bengal,,"Daragoan (?) in Sonada area, Darjeeling",05/06/2017 20:00,rain,1.0,2.0,26.9653186,88.2667225,2017-05-06,20:00:00,5.0,May
58,Landslide closed Bhairon Ghati track to Shri Mata Viashno Devi,The Mandate,http://www.themandate.in/2017/06/22/bhairon-ghati-track-closed-landslide-reopens-vaishno-devi-pilgrims/,Landslide in Trikuta Hills,Jammu and Kashmir,,"Bhairon Ghati track to Shri Mata Vaishno Devi, Katra, Reasi district, Trikuta Hills",21/06/2017 22:00,rain,0.0,0.0,33.01739981,74.93828041,2017-06-21,22:00:00,6.0,Jun
59,Manali has received heavy rain in the past 24 hours. The regional meteorological department claimed the state has received 257 per cent excess rain in the past 24 days alone and predicted more over the next few days. Landslide took out two buses.,Tribune India,http://www.tribuneindia.com/news/himachal/heavy-rain-triggers-landslide-in-mandi-one-injured/280572.html,Landslide in Manali,Himachal Pradesh,,"Manali, Himachal Pradesh, India",09/08/2016 0:00,downpour,0.0,1.0,31.707790000000006,76.932771,2016-09-08,00:00:00,9.0,Sep
60,Boulders from hill fell and blocked roadway,The Indian Express,http://indianexpress.com/article/india/hundreds-stranded-as-jk-highway-closed-after-landslides-in-ramban-udhampur-4715793/,Landslides in Jammu and Kashmir - Bali Nallah,Jammu and Kashmir,,"Bali Nallah area, near Udhampur",21/06/2017 0:00,rain,0.0,0.0,32.94818322,75.12206351,2017-06-21,00:00:00,6.0,Jun
61,Over a dozen landslides in 48 hours on NH 22 between Parwanoo and Solan. Triggered by early monsoon-like rains.,The Indian Express,http://indianexpress.com/article/cities/chandigarh/dozen-landslides-in-48-hours-kalka-shimla-drive-takes-dangerous-turn-4727296/,Landslides after incessant rain on NH 22,Himachal Pradesh,,"NH-22, Kasauli Sub-District, Solan, Himachal Pradesh, 173220",29/06/2017 0:00,monsoon,0.0,0.0,30.86642127,76.99790295,2017-06-29,00:00:00,6.0,Jun
62,"Rains caused an old factory wall to collapse, creating a landslide",Hindustan Times,http://www.hindustantimes.com/india-news/eight-killed-in-factory-wall-collapse-in-himachal-s-baddi-due-to-storm/story-zdzkA2onoBy2evzZnHxvHJ.html,Factory Wall collapse landslide in Baddi,Himachal Pradesh,,,07/06/2017 1:00,rain,8.0,9.0,30.94222039,76.80054202,2017-07-06,01:00:00,7.0,Jul
63,"Landslide occurred in Dungi area, killing one",Daily Excelsior,http://www.dailyexcelsior.com/one-killed-two-injured-landslide/,Landslide in Jammu and Kashmir,Jammu and Kashmir,,"Dungi area, Jammu and Kashmir",08/06/2017 5:00,unknown,1.0,2.0,33.35149269,74.23352995,2017-08-06,05:00:00,8.0,Aug
64,"Landslide damaged a water pipe near Poma, outside of Itangar",Arunachal Times,http://www.arunachaltimes.in/pipeline-damaged-in-poma-water-crisis-lingers-on/,Landslide near Itangar,Arunachal Pradesh,,"Poma River, west of Itangar",04/06/2017 0:00,unknown,0.0,0.0,27.05909317,93.54235868,2017-04-06,00:00:00,4.0,Apr
65,Landslide blocks train tracks on Southern Railway,The Hindu,http://www.thehindu.com/news/cities/Mangalore/landslip-delays-train-movement/article18968245.ece,Landslide on tracks near Mangaluru,Karnataka,,"Near Mangaluru, on Southern Railway between Padil and Jokatte Stations",12/06/2017 9:00,rain,,,12.89674168,74.85970453,2017-12-06,09:00:00,12.0,Dec
66,Landslide on footpath kills one pilgrim and injures 8 others,Hindustan Times,http://www.hindustantimes.com/india-news/pilgrim-dies-as-landslide-hits-vaishno-devi-track/story-9K4XOYIj7l98psJ3d1iodO.html,Landslide hits path to Vaishno Devi shrine,Jammu and Kashmir,,"Himtoki Route, Jammu and Kashmir",30/06/2017 12:00,rain,1.0,8.0,33.01346369,74.93530189,2017-06-30,12:00:00,6.0,Jun
67,Landslide disrupts water supply pipeline,Arunachal Times,http://www.arunachaltimes.in/landslide-disrupts-water-supply-again/,Landslide in Itanagar,Arunachal Pradesh,,"Poma, 6km away from Itanagar",21/06/2017 7:00,rain,0.0,0.0,27.05880384,93.54136779,2017-06-21,07:00:00,6.0,Jun
68,"Rain causes retaining wall of St. Paul's school to collapse, injuring three",Shillong Times,http://www.theshillongtimes.com/2017/05/27/two-students-among-injured-in-nongpoh-landslide/,Retaining wall collapse in Nongpoh,Meghalaya,,"St Paul's Secondary School, Nongpoh",26/05/2017 17:00,rain,0.0,3.0,25.907233,91.881892,2017-05-26,17:00:00,5.0,May
69,"Heavy rain and illegal dumping causes landslide in Eastern Kohima, blocking roads",Nagaland Post,http://www.nagalandpost.com/channelnews/State/StateNews.aspx?news=TkVXUzEwMDExNTcxMA%3D%3D,Landslide in Kohima,Nagaland,,"The road that connects civil secretariat and medical college site towards BSF camp at Nhachüko, Kohima",02/06/2017 0:00,continuous_rain,0.0,0.0,25.67061161,94.11844319,2017-02-06,00:00:00,2.0,Feb
70,Landslide between villages of Damdiei and Taithu destroys road and cuts of 8 villages from the rest of Manipur state. Landslide happened during night of heavy rain.,Zoram Observer,https://www.zoramobserver.com/manipur/landslide-cuts-off-8-manipur-villages-in-pherzawl-district-for-5-days-now/,Landslide destroys section of National Highway 2,Manipur,,"NH 2, Manipur State, India",26/06/2017 0:00,downpour,0.0,0.0,24.32420539,93.15020652,2017-06-26,00:00:00,6.0,Jun
71,Construction wall seemingly failed and caused a landslide in a construction zone,Kerala Everyday,http://kerala.indiaeveryday.com/fullnews-four-killed-in-landslip-at-pangappara-in-thiruvananthapuram-1186-3594643.htm,Landslide in Construction site in Pangappara,Kerala,,"Pangappara, near Thiruvananthapuram",05/06/2017 15:00,construction,4.0,1.0,8.55866825,76.89785918,2017-05-06,15:00:00,5.0,May
72,Construction work on river embankment collapses,Odisha Sun Times,http://odishasuntimes.com/two-buried-alive-as-land-caves-in-during-project-work-in-odisha/,Work site landslide in Odisha,Orissa,,Jharbeda village in Karanjia block,21/06/2017 0:00,construction,2.0,2.0,21.556137,85.70071225,2017-06-21,00:00:00,6.0,Jun
73,"Rain triggered landslides in Indian city of Aizawl, Mizoram",Zoram Observer,https://www.zoramobserver.com/mizoram/2-killed-in-landslide-triggered-by-heavy-rains/,"Landslide in Aizawl, kills 2",Mizoram,,,10/06/2017 16:00,rain,2.0,,23.73354779,92.74744512,2017-10-06,16:00:00,10.0,Oct
74,Rain caused landslide to block train traffic between Jokatte and Padil,The Hindu,http://www.thehindu.com/news/cities/Mangalore/landslip-delays-train-movement/article18968245.ece,Landslide on Southern Railway,Karnataka,,"Along track betweek Jokatte and Padil stations, near Mangaluru",12/06/2017 9:00,rain,0.0,0.0,13.90074546,74.66018578,2017-12-06,09:00:00,12.0,Dec
75,Houses were washed away due to mudslides due to torrential rain,Eastern Mirror,http://www.easternmirrornagaland.com/landslide-hits-khaivarentang-homesteads-sunken/,Mudslide in Eastern Manipur,Manipur,,"Khaivarentang village (??) in Ukhrul, Manipur",12/06/2017 22:00,continuous_rain,0.0,0.0,25.11956675,94.36416626,2017-12-06,22:00:00,12.0,Dec
76,Landslide in Kamalpur in northern Tripura buries houses and kills 3,Times of India,http://timesofindia.indiatimes.com/city/agartala/women-2-kids-killed-in-landslide/articleshow/58994998.cms,Landslide in Kamalpur,Tripura,,Kamalpur,03/06/2017 22:00,rain,3.0,1.0,24.19467451,91.82931979,2017-03-06,22:00:00,3.0,Mar
77,Heavy rains triggered landslide at several places. The Mandi-Pathankot national highway was blocked for more than four hours due to a landslide near Mandi and many vehicles were stranded. Mandi had 78.2 mm of rain in past day.,Business Standard,http://www.business-standard.com/article/current-affairs/himachal-heavy-rains-trigger-landslides-near-mandi-tourists-stranded-117062600956_1.html,Landslide in Khaliyar area on Mandi-Pathnakot Highway,Himachal Pradesh,,"NH-20, Khaliar Area, Mandi, Himachal Pradesh, 175001",27/06/2017 0:00,downpour,0.0,0.0,31.72415448,76.93732121,2017-06-27,00:00:00,6.0,Jun
78,Small landslide obstructs only approach road to village of Maan after days of heavy rain,The New Indian Express,http://www.newindianexpress.com/states/karnataka/2017/jun/29/villagers-forced-to-clear-only-access-road-after-landslide-1622178.html,Landslide obstructs road,Karnataka,,"Maan, Khanapur, Karnataka State, India",29/06/2017 0:00,continuous_rain,0.0,0.0,15.68638494,74.16234114,2017-06-29,00:00:00,6.0,Jun
79,Large rockslide blocks rural road,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=may2717/oth053,Rockslide in North Sikkim,Sikkim,,"Toong-Sankalang road between Saffo and Ship-Gyer, North Sikkim",26/05/2017 0:00,rain,0.0,0.0,27.54295099,88.59676956,2017-05-26,00:00:00,5.0,May
80,Landslide blocks road 8km from near Langza,India Times,http://www.indiatimes.com/news/india/caught-in-a-landslide-near-manali-a-group-of-brave-travellers-builds-road-helps-others-325022.html,Landslide blocks road to Manali,Himachal Pradesh,,"Spiti, Lahul & Spiti, Himachal Pradesh",02/07/2017 0:00,rain,0.0,0.0,32.23843313,78.06239076,2017-02-07,00:00:00,2.0,Feb
81,Small landslide caused minor road delays.,Hindustan Times,http://www.hindustantimes.com/mumbai-news/landslide-at-mumbra-bypass-affects-traffic/story-iZ2z9sZrZA3p6JkRHYPSGJ.html,Landslide near Rehamania Hospital,Maharashtra,,"Rehamania Hospital, Mumbra Bypass, Thane, Maharashtra, India",29/08/2016 4:00,rain,0.0,0.0,19.170539,73.022276,2016-08-29,04:00:00,8.0,Aug
82,"Torrential rainfall on Thursday triggered heavy mudslide at the old dumping zone area, around 11 kms away from the state capital. North traffic control room informed that the debris was cleared around 6.30 p.m. Vehicles travelling to Kohima and those vehicles from Kohima headed to Dimapur were diverted through the bye-pass route.",Nagaland Post,http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMTQ5OQ%3d%3d,Mudslide near Kohima,Nagaland,,"Near Kohima, Nagaland, India",25/08/2016 0:00,rain,,,25.660517,94.104931,2016-08-25,00:00:00,8.0,Aug
